,Education,Marital_Status,Age_Group,Income_Class,Children,Wine_Preference,Fruit_Preference,Meat_Preference,Sweets_Preference,Purchase_Place
941,Master,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1486,Master,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
885,PhD,Married,30s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
1376,2n Cycle,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1618,PhD,Married,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
162,PhD,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
879,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1007,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1984,PhD,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
553,Graduation,Single,40s,High,Children,Wine,No Fruits,Meat,Sweets,Store
733,2n Cycle,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1276,Graduation,Married,40s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
1608,PhD,Married,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1632,PhD,Widow,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1888,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1083,Graduation,Divorced,50s,High,Children,Wine,No Fruits,Meat,Sweets,Store
2036,Master,Single,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
552,PhD,Together,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
857,PhD,Together,20s,High,No Children,Wine,No Fruits,Meat,No Sweets,Web
627,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
899,PhD,Widow,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1794,PhD,Single,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
215,Graduation,Together,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
228,2n Cycle,Single,80s,High,Children,No Wine,No Fruits,No Meat,No Sweets,Store
870,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
658,Master,Single,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
2156,Graduation,Together,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1370,2n Cycle,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1242,PhD,Married,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1325,Graduation,Widow,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
368,Graduation,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1709,Graduation,Together,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
101,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1385,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1834,Graduation,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
832,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1906,Master,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1382,PhD,Married,40s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Web
1119,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1912,Master,Married,40s,High,Children,Wine,No Fruits,Meat,Sweets,Web
721,Graduation,Divorced,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
188,PhD,Single,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
133,Graduation,Together,20s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Web
527,2n Cycle,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1295,Graduation,Married,20s,High,No Children,Wine,No Fruits,Meat,No Sweets,Store
1269,PhD,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
595,Basic,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
523,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1971,Graduation,Married,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Store
483,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1164,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
217,PhD,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1077,PhD,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
409,Master,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
434,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1542,PhD,Divorced,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
86,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
312,Graduation,Married,50s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
1629,Master,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1555,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
534,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
2197,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
2122,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
2168,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
889,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1895,Master,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1156,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1797,Graduation,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
352,Graduation,Single,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
96,Basic,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1911,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
22,PhD,Married,50s,High,Children,Wine,No Fruits,Meat,Sweets,Store
502,Master,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
562,PhD,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
518,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
842,Graduation,Single,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1788,Graduation,Together,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1584,Master,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1448,Master,Divorced,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
586,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
33,Master,Single,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
149,Master,Single,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
142,Graduation,Alone,20s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
431,2n Cycle,Married,30s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1447,Master,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1643,PhD,Single,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
715,Master,Married,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
354,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
824,Graduation,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
64,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1048,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1058,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
648,Graduation,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1062,Graduation,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1018,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1051,PhD,Married,40s,High,Children,Wine,Fruits,Meat,No Sweets,Store
596,Graduation,Married,40s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
1240,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
720,PhD,Divorced,60s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
526,Master,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1265,Graduation,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1511,PhD,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
569,2n Cycle,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1016,2n Cycle,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
441,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
306,Graduation,Married,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1114,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
863,Master,Divorced,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
2172,Master,Single,50s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1222,Graduation,Married,40s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1568,PhD,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1446,Graduation,Together,30s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
177,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1687,Basic,Together,30s,Low,Children,No Wine,Fruits,No Meat,Sweets,Web
213,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
852,PhD,Together,30s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
122,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1393,PhD,Married,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1669,Master,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
656,2n Cycle,Married,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Store
243,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1977,Graduation,Together,50s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
731,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
514,Master,Married,30s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
1690,Graduation,Together,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1872,Graduation,Married,20s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
304,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1311,Basic,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1316,PhD,Together,60s,High,No Children,Wine,Fruits,Meat,Sweets,Web
2090,Master,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1764,PhD,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1161,Basic,Together,30s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
599,Basic,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1954,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
116,2n Cycle,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1245,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
573,Graduation,Widow,50s,High,No Children,Wine,Fruits,Meat,No Sweets,Web
75,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2010,Graduation,Divorced,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1613,PhD,Together,60s,High,Children,Wine,Fruits,Meat,Sweets,Store
1937,PhD,Single,40s,High,No Children,Wine,No Fruits,Meat,No Sweets,Store
229,Graduation,Widow,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
488,Master,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1856,PhD,Single,60s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1858,2n Cycle,Single,20s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
336,Master,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
744,Graduation,Married,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
661,PhD,Single,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1993,Graduation,Divorced,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
2163,Master,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1909,PhD,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1549,Master,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1717,2n Cycle,Single,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
2205,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
984,Graduation,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1589,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1267,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1876,Graduation,Divorced,40s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
2121,Graduation,Single,30s,High,Children,Wine,No Fruits,Meat,Sweets,Web
337,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
970,Graduation,Divorced,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1947,Graduation,Divorced,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1286,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
445,Graduation,Married,50s,Medium,Children,Wine,Fruits,No Meat,Sweets,Store
2097,Master,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2180,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1041,Master,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1553,PhD,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1854,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
256,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
87,Graduation,Widow,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
2022,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1055,Graduation,Divorced,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1438,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1718,Graduation,Divorced,50s,High,Children,Wine,No Fruits,Meat,Sweets,Web
1602,Master,Married,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1223,Master,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
173,Basic,Married,50s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
625,Master,Divorced,60s,High,Children,Wine,Fruits,Meat,Sweets,Store
1836,Graduation,Together,50s,High,No Children,Wine,Fruits,Meat,No Sweets,Web
1104,Master,Married,20s,Medium,No Children,No Wine,Fruits,No Meat,Sweets,Web
291,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1304,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1232,Graduation,Divorced,40s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Web
433,Master,Divorced,30s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Web
681,Master,Widow,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
432,Graduation,Divorced,50s,Low,No Children,No Wine,No Fruits,No Meat,Sweets,Store
1565,Graduation,Divorced,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1103,PhD,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
718,PhD,Together,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
2060,Graduation,Married,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
965,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1974,Master,Married,40s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
2085,Master,Married,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1676,2n Cycle,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1925,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
134,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
849,Graduation,Married,20s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1867,PhD,Single,20s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1342,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1745,Graduation,Together,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
207,Master,Widow,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
2212,PhD,Together,60s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
1605,2n Cycle,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1680,PhD,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2155,Graduation,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1707,PhD,Single,20s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
281,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1908,Master,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
522,Master,Together,60s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
1091,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1002,Master,Married,60s,Medium,No Children,No Wine,Fruits,Meat,Sweets,Store
2056,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1916,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1366,Master,Divorced,50s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Web
1139,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
449,PhD,Widow,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
859,Graduation,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
2023,Graduation,Single,20s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
1751,Basic,Married,50s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
750,PhD,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
330,PhD,Together,60s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1361,PhD,Married,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1457,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1302,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
125,Basic,Divorced,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1395,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2012,2n Cycle,Together,20s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
1853,PhD,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1682,Master,Widow,60s,High,Children,Wine,Fruits,Meat,Sweets,Web
1886,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1612,2n Cycle,Together,30s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Web
35,2n Cycle,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1986,Graduation,Single,40s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
373,Master,Together,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Web
806,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1654,Graduation,Together,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2204,Graduation,Single,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
2175,Graduation,Married,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
220,2n Cycle,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
690,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1419,Graduation,Married,50s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
83,Graduation,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1088,2n Cycle,Married,30s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Store
235,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
183,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
753,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1230,Master,Together,60s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
2099,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
5,Master,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
381,Master,Married,40s,High,Children,Wine,Fruits,Meat,No Sweets,Store
826,Graduation,Single,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1020,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
985,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
152,PhD,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
801,PhD,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
950,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1131,Graduation,Widow,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
94,PhD,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Web
185,Master,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
170,2n Cycle,Married,20s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
924,PhD,Married,40s,High,Children,Wine,No Fruits,Meat,Sweets,Web
2149,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1536,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
310,PhD,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1752,Master,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1244,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1743,2n Cycle,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1704,PhD,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1359,Master,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
716,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
602,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
1005,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1606,Graduation,Single,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
426,2n Cycle,Married,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Store
2190,2n Cycle,Single,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
314,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1281,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
361,PhD,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1739,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
783,PhD,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1573,PhD,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
938,PhD,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1426,Master,Widow,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1655,Master,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1883,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1347,Graduation,Together,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
786,Graduation,Married,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
926,PhD,Divorced,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
567,PhD,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1467,2n Cycle,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1756,PhD,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1142,PhD,Single,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
954,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1299,Master,Together,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1508,Graduation,Married,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
135,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,Sweets,Store
1484,2n Cycle,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
868,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
967,2n Cycle,Widow,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
946,PhD,Divorced,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
797,Graduation,Married,30s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
902,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1160,Master,Married,50s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
639,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
32,Master,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2191,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
898,Graduation,Together,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1767,Graduation,Together,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Web
1454,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1758,Graduation,Together,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1203,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
334,Graduation,Divorced,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1318,Graduation,Married,40s,Medium,Children,No Wine,Fruits,Meat,Sweets,Web
532,2n Cycle,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1708,Master,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1360,PhD,Divorced,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
2061,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1499,Graduation,Married,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
16,Graduation,Together,60s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
1493,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2153,Master,Divorced,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1138,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
498,Graduation,Single,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
72,2n Cycle,Together,30s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
